"title","price","currency","originalPrice","isOnSale","rating","reviewCount","favorites","freeShipping","shopName","shopSales","yearsOnEtsy","starSeller","category","isAd","shopId","listingId","url","image/@context","image/@type","image/author","image/contentURL","image/description","image/thumbnail"
"Personalized Year Birthday Gift, Custom Birthday Gift For Women, Bestie Gift For Girlfriend, Vintage 1986, Gift For Wife, 1986 Sweatshirt","12.7","USD","31.75","true","4.8","5888","124",,"ModaTeeCo","33600","3","true","Clothing",,,"1602170242","https://www.etsy.com/listing/1602170242/personalized-year-birthday-gift-custom","https://schema.org","ImageObject","ModaTeeCo","https://i.etsystatic.com/37736283/r/il/8cec41/7592118317/il_fullxfull.7592118317_eq9i.jpg",,"https://i.etsystatic.com/37736283/c/1367/1367/65/0/il/8cec41/7592118317/il_340x270.7592118317_eq9i.jpg"
"Custom Vintage Photo Birthday Comfort Colors Shirt, Retro Year Graphic Tee, 30th 40th Celebration Outfit, Birthday Gift, Custom Birthday Tee","5.77","USD","10.49","true","4.9","6506","55",,"MKsSoul","36500","3","true","Clothing",,,"4508995613","https://www.etsy.com/listing/4508995613/custom-vintage-photo-birthday-comfort","https://schema.org","ImageObject","MKsSoul","https://i.etsystatic.com/42265420/r/il/bd8509/8048749234/il_fullxfull.8048749234_k853.jpg","May include: Dark gray t-shirt with the word &quot;VINTAGE&quot; in gold lettering, along with &quot;EST. 1976.&quot; A black and white image of a child wearing sunglasses and a denim jacket is printed on the front. A small photo with &quot;UPLOAD PHOTO&quot; is on the right.","https://i.etsystatic.com/42265420/c/764/764/221/219/il/bd8509/8048749234/il_340x270.8048749234_k853.jpg"
"Built 70 Years Ago Shirt, Vintage 1956 Shirt, 70th Birthday Gift, Turning 70 Gift, Retro Classic T-Shirt for Him, Birthday Gift for Men","22.99","USD","28.74","true","4.9","183","339",,"HappyYouApparel","51800","6","true","Clothing",,,"1423350751","https://www.etsy.com/listing/1423350751/built-70-years-ago-shirt-vintage-1956","https://schema.org","ImageObject","HappyYouApparel","https://i.etsystatic.com/22175155/r/il/2a0091/4654447798/il_fullxfull.4654447798_nx66.jpg","May include: Black t-shirt with a distressed American flag design and the text &quot;Built 70 Years Ago Original &amp; Unrestored - most parts still in - Working Order&quot;.","https://i.etsystatic.com/22175155/c/2000/1589/0/333/il/2a0091/4654447798/il_340x270.4654447798_nx66.jpg"
"Emerald Cut Bezel Diamond Ring | Vintage Engraved Gold Solitaire Ring","165.65","USD",,"false","5","1","11",,"TimelessLuxeJewels","12","1","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4479986820","https://www.etsy.com/listing/4479986820/emerald-cut-bezel-diamond-ring-vintage","https://schema.org","ImageObject","TimelessLuxeJewels","https://i.etsystatic.com/56969917/r/il/8606f8/7857981766/il_fullxfull.7857981766_a2b6.jpg","May include: A set of three ceramic mugs with a speckled, matte finish. The mugs are in shades of cream, light gray, and dark gray. Each mug has a simple, minimalist design, perfect for coffee or tea.","https://i.etsystatic.com/56969917/r/il/8606f8/7857981766/il_340x270.7857981766_a2b6.jpg"
"Custom Pet Photo And Name Shirt,Personalized Comfort Colors Pet Shirt,Customized Picture Dog Shirt,Dog Lover Gift,Cat Mom Gift,Pet Loss Gift","10.36","USD","13.82","true","4.9","7760","4270",,"CuteLoveGiftsShop","49000","3","true","Clothing",,,"4466558752","https://www.etsy.com/listing/4466558752/custom-pet-photo-and-name","https://schema.org","ImageObject","CuteLoveGiftsShop","https://i.etsystatic.com/41259102/r/il/623267/7769861378/il_fullxfull.7769861378_iaft.jpg","May include: Dark gray t-shirt featuring a detailed illustration of a dog&#039;s face, with the name &quot;COOPER&quot; printed above in a tan color. The shirt has a vintage, worn look.","https://i.etsystatic.com/41259102/c/1769/1769/89/0/il/623267/7769861378/il_340x270.7769861378_iaft.jpg"
"90s Vintage Style MYSTERY T-Shirt Bundle | Y2K T-Shirt Bundle | Fun Gift | Retro Thrifted Mystery Box | T-shirt Mystery Pack | Graphic Tee","35","USD",,"false","4.1","155","971",,"StiffThrift","629","6","true","Clothing",,,"1266076801","https://www.etsy.com/listing/1266076801/90s-vintage-style-mystery-t-shirt-bundle","https://schema.org","ImageObject","StiffThrift","https://i.etsystatic.com/20493275/r/il/7097f1/4049565725/il_fullxfull.4049565725_djlu.jpg","May include: A white shelf unit with three shelves. The top shelf has a stack of colorful t-shirts, the middle shelf has a stack of colorful t-shirts, the bottom shelf has a stack of colorful t-shirts, a pair of brown plush Scooby Doo toys on a green toy car, and a pair of white sneakers with cactus designs. The shelf unit also has two boxes of Perrier water with a floral design.","https://i.etsystatic.com/20493275/r/il/7097f1/4049565725/il_340x270.4049565725_djlu.jpg"
"Vintage Solid Brass Owls on Branch Decor Figurine 7”","38.49","USD",,"false","5","3","10",,"HydeAndSeeker","13","16","true","Art & Collectibles < Collectibles < Figurines & Knick Knacks",,,"4514932659","https://www.etsy.com/listing/4514932659/vintage-solid-brass-owls-on-branch-decor","https://schema.org","ImageObject","HydeAndSeeker","https://i.etsystatic.com/5804578/r/il/181175/8135118433/il_fullxfull.8135118433_fns1.jpg","May include: A brass-toned metal figurine depicting three owls perched on a textured tree branch. The sculpture features a larger owl on the left and two smaller owls positioned together on the right side of the branch, with a smooth metallic finish.","https://i.etsystatic.com/5804578/r/il/181175/8135118433/il_340x270.8135118433_fns1.jpg"
"Vintage refurbished seiko 5 automatic watch green face stainless steel strap","100.49","USD","143.56","true","3.9","4","40",,"VintageWatchesHub007","67",,"true","Jewelry < Watches < Wrist Watches < Men's Wrist Watches",,,"4463401610","https://www.etsy.com/listing/4463401610/vintage-refurbished-seiko-5-automatic","https://schema.org","ImageObject","VintageWatchesHub007","https://i.etsystatic.com/64449878/r/il/57b175/7749040830/il_fullxfull.7749040830_o4p0.jpg","May include: A silver-toned Seiko 5 automatic watch with a green dial and a day-date display. The watch features a fluted bezel and a stainless steel bracelet. The dial has gold-toned hands and markers. The watch is presented in a black and red box.","https://i.etsystatic.com/64449878/r/il/57b175/7749040830/il_340x270.7749040830_o4p0.jpg"
"Cute Address Stamp, Return Address Stamp with Scalloped Border and Hearts, Self-Inking Wedding Invitation Stamp, Housewarming Gift","11.98","USD","15.98","true","5","11528","7881",,"xoxoSugarplum","53500","4","true","Craft Supplies & Tools",,,"1890037267","https://www.etsy.com/listing/1890037267/cute-address-stamp-return-address-stamp","https://schema.org","ImageObject","xoxoSugarplum","https://i.etsystatic.com/29239325/r/il/1889ff/6753222602/il_fullxfull.6753222602_sex9.jpg","cute address stamp","https://i.etsystatic.com/29239325/c/1272/1272/731/569/il/1889ff/6753222602/il_340x270.6753222602_sex9.jpg"
"Curated Vintage Mystery Box | Thrifted Home Decor & Collectibles","32","USD",,"false","4.9","178","212",,"BakerVintageVT","542","5","true","Home & Living < Home Decor < Home Accents",,,"4446597455","https://www.etsy.com/listing/4446597455/curated-vintage-mystery-box-thrifted","https://schema.org","ImageObject","BakerVintageVT","https://i.etsystatic.com/54985942/r/il/564672/7732367097/il_fullxfull.7732367097_32uq.jpg",,"https://i.etsystatic.com/54985942/r/il/564672/7732367097/il_340x270.7732367097_32uq.jpg"
"Vintage 9ct Gold Diamond Wave Ring - Size P, (7.75, 56.3)","276.98","USD","369.31","true","4.9","568","155",,"CharlotteGoldJewelry","1800","5","true","Jewelry < Rings < Multi-Stone Rings",,,"1826586466","https://www.etsy.com/listing/1826586466/vintage-9ct-gold-diamond-wave-ring-size","https://schema.org","ImageObject","CharlotteGoldJewelry","https://i.etsystatic.com/47092526/r/il/91344c/6543657119/il_fullxfull.6543657119_rceg.jpg","May include: A gold ring with a leaf-shaped design, encrusted with small, sparkling diamonds. The ring is set on a gray surface, with a light blue jewelry box in the background. The ring&#039;s band is thin and delicate.","https://i.etsystatic.com/47092526/r/il/91344c/6543657119/il_340x270.6543657119_rceg.jpg"
"Vintage 1990s Oval Diamond Solitaire Engagement Ring, 14k Gold - Timeless Sustainability • Vintage Fine Jewelry","1987.5","USD","2650","true","4.9","1127","55",,"JewelryOnRepeat","3600","14","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4340297852","https://www.etsy.com/listing/4340297852/vintage-1990s-oval-diamond-solitaire","https://schema.org","ImageObject","JewelryOnRepeat","https://i.etsystatic.com/7010622/r/il/72d097/7046436100/il_fullxfull.7046436100_r1d9.jpg","May include: A gold engagement ring with a large, sparkling diamond center stone. The ring has a simple, elegant design with a smooth, matte finish on the band. The diamond is set with four prongs, and the ring is displayed on a neutral-colored fabric.","https://i.etsystatic.com/7010622/c/1551/1551/270/755/il/72d097/7046436100/il_340x270.7046436100_r1d9.jpg"
"Oversized Oushak Rug 9.7x12.0 ft: Neutral Peach Beige Brown Blue Turkish Vintage Rug, Handmade Area Rug, Vintage Wool Rug, Oversize Rug,","1389.85","USD","2779.7","true","4.5","42","9",,"LoomixRugs","251","5","true","Home & Living < Floor & Rugs < Rugs",,,"4407711365","https://www.etsy.com/listing/4407711365/oversized-oushak-rug-97x120-ft-neutral","https://schema.org","ImageObject","LoomixRugs","https://i.etsystatic.com/54726563/r/il/577a2a/7413755672/il_fullxfull.7413755672_eqwn.jpg","May include: A rolled-up, vintage-style rug with a faded, distressed appearance. The rug features a beige and cream color palette with subtle accents of blue and brown. The texture appears soft and woven, suggesting a traditional design.","https://i.etsystatic.com/54726563/r/il/577a2a/7413755672/il_340x270.7413755672_eqwn.jpg"
"Vintage Cushion Cut Yellow CZ Anniversary Band, Half Eternity Wedding Ring","140.64","USD","255.71","true","4.6","241","232",,"ShreeJewelryandGems","968","5","true","Jewelry < Rings < Wedding & Engagement < Wedding Bands",,,"1858753758","https://www.etsy.com/listing/1858753758/vintage-cushion-cut-yellow-cz","https://schema.org","ImageObject","ShreeJewelryandGems","https://i.etsystatic.com/54254542/r/il/3542c4/6685818601/il_fullxfull.6685818601_npgs.jpg","engagement ring,","https://i.etsystatic.com/54254542/c/1360/1360/403/362/il/3542c4/6685818601/il_340x270.6685818601_npgs.jpg"
"90s River Wildlife T-Shirt - Men & Women&#39;s Unisex Graphic Tee - Vintage Rainbow Trout Tee - Fishing Shirts - Retro Fish Shirt - Nature Top","23.41","USD","31.22","true","5","292","1998",,"RedlineXI","2600",,"true","Clothing",,,"4451823173","https://www.etsy.com/listing/4451823173/90s-river-wildlife-t-shirt-men-womens","https://schema.org","ImageObject","RedlineXI","https://i.etsystatic.com/59529163/r/il/5c1cd9/8031129265/il_fullxfull.8031129265_2waf.jpg","May include: A charcoal grey short-sleeve t-shirt featuring a central graphic illustration of three trout swimming among green aquatic plants and rocks. The shirt has a crew neckline and a faded, washed-out appearance with the word Pepper printed below.","https://i.etsystatic.com/59529163/c/2500/2500/246/250/il/5c1cd9/8031129265/il_340x270.8031129265_2waf.jpg"
"Sea Animals 90s Vintage Style Tshirt, Retro Comfort Colors® Y2k Ocean, Sealife, Whale, Orca, Turtle, Dolphin Shirt","11.46","USD","22.92","true","4.9","17877","3940",,"MGdesignbyGM","88400","6","true","Clothing",,,"4303188823","https://www.etsy.com/listing/4303188823/sea-animals-90s-vintage-style-tshirt","https://schema.org","ImageObject","MGdesignbyGM","https://i.etsystatic.com/21547015/r/il/e68807/6850867538/il_fullxfull.6850867538_s09g.jpg","May include: A light blue Comfort Colors t-shirt featuring white illustrations of sea creatures, including a turtle, jellyfish, stingray, dolphin, crab, and whale. A gold necklace with a pendant rests on the shirt.","https://i.etsystatic.com/21547015/r/il/e68807/6850867538/il_340x270.6850867538_s09g.jpg"
"Vintage Sublime Freedom Sun Charcoal Acid Wash Graphic Tee","11","USD","16.92","true","5","4","3",,"KayscraftsnBoutique","126",,"true","Clothing",,,"4523830955","https://www.etsy.com/listing/4523830955/vintage-sublime-freedom-sun-charcoal","https://schema.org","ImageObject","KayscraftsnBoutique","https://i.etsystatic.com/66065254/r/il/c05702/8198089929/il_fullxfull.8198089929_edtn.jpg",,"https://i.etsystatic.com/66065254/r/il/c05702/8198089929/il_340x270.8198089929_edtn.jpg"
"Jadeite Green Glass Salt & Pepper Shaker Set, LRG - Depression Style, Vintage Style Milk Glass, Retro, Farmhouse Kitchen, Jade Jar, Cooking","31.95","USD",,"false","5","183","3790",,"BJD73Treasures","42000","5","true","Home & Living < Kitchen & Dining < Dining & Serving < Salt & Pepper Shakers",,,"1404241858","https://www.etsy.com/listing/1404241858/jadeite-green-glass-salt-pepper-shaker","https://schema.org","ImageObject","BJD73Treasures","https://i.etsystatic.com/29743701/r/il/67a860/6345661513/il_fullxfull.6345661513_rwh1.jpg",,"https://i.etsystatic.com/29743701/r/il/67a860/6345661513/il_340x270.6345661513_rwh1.jpg"
"Unique Oval Cut Lab Diamond Engagement Ring Vintage Tulip Ring Yellow Gold Engraved Ring Art Deco Milgrain Ring Cathedral Setting Promise","1158.52","USD","2317.05","true","4.9","3135","72",,"SzekiStudio","14500","9","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4430524158","https://www.etsy.com/listing/4430524158/unique-oval-cut-lab-diamond-engagement","https://schema.org","ImageObject","SzekiStudio","https://i.etsystatic.com/15408855/r/il/83d7b1/7587506857/il_fullxfull.7587506857_lv19.jpg","May include: A gold engagement ring with a large, clear gemstone. The ring features intricate filigree detailing around the gemstone and along the band. The ring is set against a dark, textured background.","https://i.etsystatic.com/15408855/c/813/813/91/93/il/83d7b1/7587506857/il_340x270.7587506857_lv19.jpg"
"Center Cluster Old European Cut Diamond Ring. Prong and Bezel Set Diamond Ring. I Color and VS2 Clarity. Handcrafted in Platinum Ring.","2400","USD",,"false","4.9","991","93",,"EstateDiamondJewelry","3700","12","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4356076505","https://www.etsy.com/listing/4356076505/center-cluster-old-european-cut-diamond","https://schema.org","ImageObject","EstateDiamondJewelry","https://i.etsystatic.com/8486615/r/il/708f71/7176725685/il_fullxfull.7176725685_jbxh.jpg","Diamond Ring Box","https://i.etsystatic.com/8486615/r/il/708f71/7176725685/il_340x270.7176725685_jbxh.jpg"
"Vintage-Inspired Lab Grown Engagement Ring, Antique 2CT Round Cut Solitaire with Milgrain, CVD Art Deco Filigree Promise Ring Gifts for Her","481.86","USD","803.11","true","4.8","425","3",,"StellaJewelryIN","1400","5","true","Jewelry < Rings < Wedding & Engagement < Engagement Rings",,,"4492722434","https://www.etsy.com/listing/4492722434/vintage-inspired-lab-grown-engagement","https://schema.org","ImageObject","StellaJewelryIN","https://i.etsystatic.com/24992216/r/il/2ea90b/6973331755/il_fullxfull.6973331755_gl5h.jpg","May include: A gold engagement ring with a large, clear gemstone. The ring features an ornate, engraved band with a floral design. The ring is held up against a gray background. The text &quot;Stella Jewelry&quot; is visible on the ring.","https://i.etsystatic.com/24992216/r/il/2ea90b/6973331755/il_340x270.6973331755_gl5h.jpg"
"Set of 8 Vintage Books Mixed Decorative Customizable by Colors Aesthetic  Décor Bookshelf Library Wedding Table Centerpieces Authentic Books","54.95","USD",,"false","4.8","2464","20837",,"CharmingTreasurFinds","10200","8","true","Books, Movies & Music < Books < Book Sets & Collections",,,"1165681773","https://www.etsy.com/listing/1165681773/set-of-8-vintage-books-mixed-decorative","https://schema.org","ImageObject","CharmingTreasurFinds","https://i.etsystatic.com/16895790/r/il/35fd84/4829165436/il_fullxfull.4829165436_anmw.jpg","May include: A collection of vintage hardcover books with various titles and authors. The books are arranged vertically on a shelf, with the spines facing outward. The books are all different colors and have intricate designs on their covers.","https://i.etsystatic.com/16895790/r/il/35fd84/4829165436/il_340x270.4829165436_anmw.jpg"
